severity,code,mock_test,mock_test_id,question_id,question_name,section,subsection,affected_session_count,affected_sessions,problem,manual_fix
error,invalid_answer_key,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,640,HIW-Q2-SMS,Listening,highlight_incorrect_words,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],Question 640 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,650,L-FIB-Q1-SMS,Listening,l_fill_in_blanks,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],Question 650 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,651,L-FIB-Q1-Paval,Listening,l_fill_in_blanks,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],Question 651 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,652,L-FIB-Q1-AR,Listening,l_fill_in_blanks,0,,Question 652 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,653,L-FIB-Q2-SMS,Listening,l_fill_in_blanks,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],Question 653 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,654,L-FIB-Q2-Paval,Listening,l_fill_in_blanks,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],Question 654 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,655,L-FIB-Q2-AR,Listening,l_fill_in_blanks,0,,Question 655 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,missing_question_skill_max,test,785aec94-8833-4775-9180-f47b672b0608,656,test,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,657,RA-Q4-AR,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,658,RA-Q5-AR,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,659,RA-Q6-AR,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Salini,a0440e31-adfc-414c-89f7-692996cb5632,660,RA 6 SALINI,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,661,SWT - Q1 - ATHIRA (MT2),Writing,summarize_written_text,0,,"Trait 'form' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,661,SWT - Q1 - ATHIRA (MT2),Writing,summarize_written_text,0,,"Trait 'content' awards reading, but the question reading maximum is zero.",Set Question.reading_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,661,SWT - Q1 - ATHIRA (MT2),Writing,summarize_written_text,0,,"Trait 'grammar' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,661,SWT - Q1 - ATHIRA (MT2),Writing,summarize_written_text,0,,"Trait 'vocabulary' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,662,SWT - Q2 - ATHIRA (MT2),Writing,summarize_written_text,0,,"Trait 'form' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,662,SWT - Q2 - ATHIRA (MT2),Writing,summarize_written_text,0,,"Trait 'content' awards reading, but the question reading maximum is zero.",Set Question.reading_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,662,SWT - Q2 - ATHIRA (MT2),Writing,summarize_written_text,0,,"Trait 'grammar' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,662,SWT - Q2 - ATHIRA (MT2),Writing,summarize_written_text,0,,"Trait 'vocabulary' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,663,WE - Q1 - ATHIRA (MT2),Writing,write_essay,0,,"Trait 'form' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,663,WE - Q1 - ATHIRA (MT2),Writing,write_essay,0,,"Trait 'content' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,663,WE - Q1 - ATHIRA (MT2),Writing,write_essay,0,,"Trait 'grammar' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,663,WE - Q1 - ATHIRA (MT2),Writing,write_essay,0,,"Trait 'spelling' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,663,WE - Q1 - ATHIRA (MT2),Writing,write_essay,0,,"Trait 'vocabulary_range' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,663,WE - Q1 - ATHIRA (MT2),Writing,write_essay,0,,"Trait 'general_linguistic_range' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,663,WE - Q1 - ATHIRA (MT2),Writing,write_essay,0,,"Trait 'development_structure_coherence' awards writing, but the question writing maximum is zero.",Set Question.writing_score_max to the intended maximum.
error,missing_question_skill_max,ATHIRA MT2,b9ea6504-0e78-4ec7-bb7e-7781380c95c5,664,RFIB-DROP-Q1-ATHIRA (MT2),Reading,fib_dropdown,0,,"Trait 'reading' awards reading, but the question reading maximum is zero.",Set Question.reading_score_max to the intended maximum.
